IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
172.65.37.142,4,4,0.00,204.09,0.00
104.17.108.74,4,4,0.00,204.21,0.00
172.67.35.47,4,4,0.00,204.23,0.00
172.67.232.228,4,4,0.00,204.35,0.00
172.67.24.54,4,4,0.00,204.42,0.00
172.65.17.129,4,4,0.00,204.47,0.00
104.16.107.191,4,4,0.00,204.53,0.00
104.27.25.223,4,4,0.00,204.54,0.00
104.24.9.164,4,4,0.00,204.59,0.00
104.27.206.52,4,4,0.00,204.70,0.00
104.27.84.28,4,4,0.00,204.79,0.00
162.159.160.129,4,4,0.00,204.83,0.00
172.64.89.16,4,4,0.00,204.84,0.00
172.67.199.211,4,4,0.00,204.85,0.00
104.27.11.140,4,4,0.00,204.91,0.00
104.18.248.191,4,4,0.00,204.95,0.00
172.65.102.192,4,4,0.00,204.96,0.00
162.159.134.64,4,4,0.00,204.97,0.00
172.66.128.93,4,4,0.00,205.14,0.00
172.67.75.54,4,4,0.00,205.15,0.00
104.16.95.21,4,4,0.00,205.44,0.00
188.114.99.171,4,4,0.00,205.45,0.00
104.23.122.231,4,4,0.00,205.49,0.00
104.27.101.112,4,4,0.00,205.52,0.00
172.65.136.114,4,4,0.00,205.52,0.00
172.66.133.114,4,4,0.00,205.69,0.00
104.22.76.121,4,4,0.00,205.83,0.00
172.65.15.152,4,4,0.00,205.94,0.00
162.159.57.62,4,4,0.00,205.96,0.00
162.159.143.90,4,4,0.00,206.09,0.00
104.18.148.74,4,4,0.00,206.11,0.00
104.17.224.181,4,4,0.00,206.12,0.00
104.20.89.75,4,4,0.00,206.17,0.00
188.114.96.178,4,4,0.00,206.64,0.00
172.64.42.32,4,4,0.00,206.80,0.00
104.27.44.64,4,4,0.00,206.92,0.00
172.67.195.110,4,4,0.00,206.97,0.00
104.16.149.232,4,4,0.00,207.07,0.00
172.65.1.156,4,4,0.00,207.14,0.00
190.93.244.142,4,4,0.00,207.19,0.00
172.64.48.18,4,4,0.00,207.27,0.00
104.20.195.83,4,4,0.00,207.41,0.00
172.65.0.29,4,4,0.00,207.87,0.00
104.16.158.112,4,4,0.00,207.88,0.00
172.67.193.54,4,4,0.00,207.96,0.00
104.25.57.37,4,4,0.00,207.99,0.00
172.67.208.133,4,4,0.00,208.02,0.00
172.65.175.63,4,4,0.00,208.26,0.00
104.17.155.228,4,4,0.00,208.52,0.00
188.114.98.32,4,4,0.00,208.78,0.00
104.17.213.55,4,4,0.00,208.86,0.00
104.17.217.100,4,4,0.00,209.14,0.00
172.65.97.123,4,4,0.00,209.23,0.00
172.67.29.235,4,4,0.00,209.34,0.00
104.17.240.161,4,4,0.00,209.42,0.00
104.16.138.181,4,4,0.00,209.86,0.00
198.41.217.48,4,4,0.00,209.88,0.00
108.162.194.56,4,4,0.00,210.00,0.00
104.17.62.88,4,4,0.00,210.40,0.00
104.17.219.91,4,4,0.00,210.44,0.00
104.18.96.192,4,4,0.00,210.96,0.00
104.25.252.37,4,4,0.00,211.10,0.00
162.159.133.6,4,4,0.00,211.22,0.00
104.20.233.0,4,4,0.00,211.25,0.00
104.18.225.39,4,4,0.00,211.46,0.00
172.65.12.210,4,4,0.00,211.53,0.00
108.162.196.186,4,4,0.00,212.60,0.00
104.16.106.207,4,4,0.00,212.65,0.00
104.17.117.248,4,4,0.00,212.75,0.00
104.16.135.89,4,4,0.00,213.16,0.00
172.65.32.37,4,4,0.00,213.19,0.00
198.41.197.159,4,4,0.00,213.26,0.00
172.65.53.185,4,4,0.00,213.42,0.00
104.27.10.220,4,4,0.00,213.87,0.00
104.17.65.197,4,4,0.00,214.14,0.00
104.16.9.154,4,4,0.00,214.43,0.00
173.245.59.74,4,4,0.00,214.56,0.00
104.20.182.180,4,4,0.00,214.56,0.00
104.16.86.131,4,4,0.00,214.61,0.00
172.65.81.184,4,4,0.00,214.77,0.00
141.101.90.199,4,4,0.00,214.79,0.00
104.20.102.249,4,4,0.00,215.15,0.00
104.24.200.91,4,4,0.00,216.15,0.00
104.19.229.156,4,4,0.00,216.40,0.00
172.64.33.111,4,4,0.00,216.43,0.00
104.17.61.216,4,4,0.00,216.51,0.00
172.64.98.104,4,4,0.00,216.77,0.00
104.18.205.108,4,4,0.00,217.00,0.00
162.159.48.204,4,4,0.00,217.20,0.00
104.17.159.88,4,4,0.00,217.49,0.00
104.16.1.179,4,4,0.00,217.99,0.00
104.19.177.81,4,4,0.00,218.45,0.00
104.17.241.46,4,4,0.00,218.46,0.00
104.18.229.226,4,4,0.00,218.56,0.00
104.17.177.254,4,4,0.00,218.57,0.00
104.18.174.71,4,4,0.00,219.29,0.00
104.17.69.63,4,4,0.00,219.36,0.00
172.66.46.36,4,4,0.00,219.52,0.00
198.41.193.81,4,4,0.00,219.78,0.00
104.17.75.95,4,4,0.00,220.21,0.00
104.17.220.72,4,4,0.00,220.47,0.00
104.16.23.31,4,4,0.00,220.55,0.00
190.93.245.175,4,4,0.00,220.94,0.00
104.17.170.94,4,4,0.00,221.10,0.00
172.64.144.242,4,4,0.00,221.23,0.00
104.17.126.160,4,4,0.00,221.56,0.00
104.16.251.53,4,4,0.00,221.74,0.00
172.65.229.27,4,4,0.00,222.23,0.00
104.16.57.240,4,4,0.00,222.36,0.00
104.16.77.147,4,4,0.00,222.56,0.00
104.16.141.160,4,4,0.00,223.43,0.00
104.18.138.46,4,4,0.00,223.99,0.00
162.159.12.16,4,4,0.00,224.02,0.00
104.17.221.148,4,4,0.00,224.53,0.00
190.93.247.5,4,4,0.00,224.66,0.00
172.64.96.34,4,4,0.00,225.02,0.00
104.18.190.3,4,4,0.00,225.32,0.00
104.18.187.116,4,4,0.00,225.38,0.00
104.18.92.77,4,4,0.00,225.71,0.00
104.19.181.44,4,4,0.00,226.00,0.00
104.18.162.190,4,4,0.00,226.00,0.00
104.16.46.32,4,4,0.00,226.23,0.00
104.18.232.144,4,4,0.00,226.35,0.00
104.18.110.198,4,4,0.00,226.44,0.00
172.64.152.247,4,4,0.00,226.77,0.00
172.64.65.173,4,4,0.00,226.95,0.00
108.162.198.225,4,4,0.00,226.98,0.00
172.64.146.0,4,4,0.00,227.58,0.00
104.18.236.124,4,4,0.00,228.05,0.00
104.16.111.108,4,4,0.00,228.12,0.00
162.159.0.196,4,4,0.00,229.10,0.00
141.101.115.124,4,4,0.00,229.17,0.00
162.159.10.31,4,4,0.00,229.28,0.00
198.41.209.4,4,4,0.00,229.30,0.00
104.17.123.187,4,4,0.00,229.96,0.00
162.159.36.16,4,4,0.00,230.27,0.00
108.162.193.68,4,4,0.00,230.30,0.00
162.159.46.27,4,4,0.00,230.41,0.00
104.17.3.175,4,4,0.00,230.43,0.00
104.19.144.152,4,4,0.00,230.44,0.00
104.17.7.108,4,4,0.00,230.69,0.00
104.18.235.236,4,4,0.00,230.70,0.00
172.64.41.195,4,4,0.00,230.82,0.00
198.41.205.249,4,4,0.00,231.15,0.00
104.16.7.44,4,4,0.00,231.23,0.00
104.18.221.176,4,4,0.00,231.47,0.00
104.30.128.94,4,4,0.00,231.76,0.00
104.17.130.2,4,4,0.00,232.02,0.00
162.159.60.175,4,4,0.00,232.16,0.00
104.18.11.100,4,4,0.00,232.58,0.00
104.19.147.100,4,4,0.00,232.60,0.00
104.16.49.134,4,4,0.00,233.62,0.00
172.64.83.191,4,4,0.00,233.62,0.00
104.19.157.99,4,4,0.00,234.10,0.00
104.16.139.80,4,4,0.00,234.17,0.00
104.17.147.57,4,4,0.00,234.64,0.00
104.17.157.30,4,4,0.00,234.97,0.00
104.17.132.105,4,4,0.00,234.97,0.00
198.41.192.204,4,4,0.00,235.34,0.00
172.64.92.83,4,4,0.00,235.61,0.00
104.19.217.105,4,4,0.00,235.66,0.00
172.64.82.91,4,4,0.00,235.88,0.00
104.16.41.162,4,4,0.00,236.06,0.00
104.18.94.84,4,4,0.00,236.48,0.00
172.64.46.47,4,4,0.00,237.05,0.00
162.159.9.94,4,4,0.00,237.41,0.00
104.18.1.197,4,4,0.00,237.49,0.00
104.17.97.125,4,4,0.00,237.70,0.00
104.17.57.246,4,4,0.00,238.59,0.00
104.16.133.23,4,4,0.00,238.66,0.00
104.17.95.237,4,4,0.00,238.68,0.00
104.16.132.126,4,4,0.00,239.05,0.00
104.16.82.93,4,4,0.00,239.54,0.00
104.16.4.145,4,4,0.00,240.24,0.00
104.18.99.119,4,4,0.00,240.36,0.00
104.18.3.171,4,4,0.00,240.39,0.00
104.16.63.127,4,4,0.00,240.43,0.00
104.18.192.232,4,4,0.00,240.65,0.00
104.17.21.175,4,4,0.00,240.77,0.00
104.19.182.124,4,4,0.00,241.00,0.00
104.16.172.99,4,4,0.00,241.09,0.00
162.159.41.216,4,4,0.00,241.33,0.00
104.16.88.30,4,4,0.00,241.76,0.00
104.16.169.185,4,4,0.00,242.28,0.00
104.19.171.137,4,4,0.00,242.53,0.00
104.18.241.154,4,4,0.00,242.55,0.00
104.16.164.49,4,4,0.00,242.71,0.00
198.41.214.200,4,4,0.00,243.04,0.00
104.17.122.142,4,4,0.00,243.06,0.00
104.17.111.246,4,4,0.00,243.63,0.00
108.162.195.39,4,4,0.00,243.96,0.00
104.16.15.104,4,4,0.00,244.14,0.00
104.18.188.121,4,4,0.00,244.30,0.00
104.16.93.81,4,4,0.00,244.69,0.00
190.93.246.139,4,4,0.00,244.72,0.00
104.18.191.206,4,4,0.00,245.65,0.00
104.19.188.94,4,4,0.00,246.03,0.00
104.16.97.243,4,4,0.00,246.03,0.00
172.64.39.198,4,4,0.00,246.62,0.00
104.18.91.233,4,4,0.00,246.74,0.00
104.16.89.95,4,4,0.00,247.26,0.00
104.16.64.60,4,4,0.00,247.40,0.00
104.17.116.22,4,4,0.00,248.18,0.00
104.19.192.15,4,4,0.00,248.74,0.00
104.18.245.27,4,4,0.00,248.83,0.00
198.41.201.59,4,4,0.00,248.93,0.00
172.64.156.185,4,4,0.00,249.20,0.00
198.41.196.179,4,4,0.00,249.31,0.00
172.65.194.120,4,4,0.00,250.81,0.00
172.64.149.182,4,4,0.00,250.84,0.00
198.41.200.150,4,4,0.00,251.23,0.00
198.41.206.98,4,4,0.00,252.46,0.00
172.65.192.125,4,4,0.00,252.53,0.00
198.41.222.80,4,4,0.00,252.95,0.00
104.17.246.213,4,4,0.00,253.02,0.00
172.64.150.141,4,4,0.00,253.40,0.00
104.16.130.80,4,4,0.00,253.51,0.00
104.17.81.174,4,4,0.00,253.96,0.00
104.18.183.182,4,4,0.00,254.57,0.00
104.16.105.74,4,4,0.00,254.69,0.00
104.17.31.74,4,4,0.00,254.78,0.00
172.64.157.97,4,4,0.00,254.95,0.00
104.17.182.41,4,4,0.00,255.00,0.00
162.159.58.103,4,4,0.00,255.09,0.00
104.16.154.228,4,4,0.00,255.90,0.00
104.16.72.82,4,4,0.00,256.17,0.00
162.159.62.51,4,4,0.00,256.21,0.00
104.18.170.249,4,4,0.00,256.48,0.00
104.18.10.241,4,4,0.00,256.63,0.00
104.19.156.165,4,4,0.00,256.78,0.00
162.159.3.160,4,4,0.00,257.90,0.00
104.18.239.110,4,4,0.00,257.96,0.00
104.17.141.179,4,4,0.00,259.04,0.00
172.64.37.79,4,4,0.00,260.58,0.00
104.17.201.186,4,4,0.00,260.61,0.00
104.17.41.2,4,4,0.00,260.69,0.00
198.41.223.232,4,4,0.00,263.60,0.00
162.159.11.38,4,4,0.00,263.91,0.00
104.16.59.234,4,4,0.00,264.63,0.00
172.64.47.249,4,4,0.00,265.90,0.00
172.65.249.223,4,4,0.00,266.58,0.00
172.64.38.6,4,4,0.00,267.13,0.00
104.17.233.31,4,4,0.00,267.19,0.00
104.31.16.252,4,4,0.00,267.52,0.00
172.64.34.233,4,4,0.00,267.83,0.00
104.16.21.185,4,4,0.00,268.63,0.00
104.18.90.62,4,4,0.00,269.98,0.00
104.17.131.112,4,4,0.00,271.20,0.00
172.64.88.80,4,4,0.00,271.28,0.00
104.16.150.30,4,4,0.00,271.51,0.00
162.159.8.222,4,4,0.00,273.17,0.00
162.159.5.7,4,4,0.00,273.35,0.00
104.18.68.13,4,4,0.00,273.36,0.00
104.16.91.243,4,4,0.00,274.35,0.00
104.18.150.30,4,4,0.00,274.59,0.00
104.17.114.3,4,4,0.00,274.63,0.00
172.64.230.124,4,4,0.00,274.91,0.00
104.16.18.153,4,4,0.00,275.43,0.00
104.16.5.21,4,4,0.00,275.64,0.00
104.19.190.181,4,4,0.00,275.84,0.00
104.18.4.143,4,4,0.00,276.22,0.00
172.64.87.151,4,4,0.00,277.10,0.00
104.18.141.182,4,4,0.00,278.03,0.00
104.16.90.216,4,4,0.00,278.44,0.00
104.17.13.242,4,4,0.00,279.81,0.00
104.18.242.192,4,4,0.00,280.40,0.00
104.16.68.101,4,4,0.00,283.14,0.00
104.17.79.12,4,4,0.00,284.04,0.00
104.16.166.158,4,4,0.00,285.15,0.00
104.17.129.38,4,4,0.00,285.83,0.00
104.17.103.98,4,4,0.00,285.94,0.00
104.16.81.59,4,4,0.00,287.14,0.00
104.18.176.148,4,4,0.00,292.29,0.00
104.17.88.169,4,4,0.00,293.04,0.00
104.16.104.170,4,4,0.00,293.75,0.00
104.18.103.31,4,4,0.00,293.96,0.00
162.159.16.38,4,4,0.00,294.13,0.00
104.16.134.26,4,4,0.00,294.49,0.00
172.64.151.99,4,4,0.00,295.99,0.00
104.17.252.75,4,4,0.00,296.69,0.00
104.17.216.151,4,4,0.00,297.64,0.00
104.19.161.238,4,4,0.00,300.55,0.00
104.18.33.75,4,4,0.00,302.51,0.00
172.65.247.13,4,4,0.00,304.56,0.00
104.16.62.126,4,4,0.00,305.30,0.00
162.159.198.55,4,4,0.00,306.17,0.00
104.18.182.6,4,4,0.00,306.42,0.00
172.64.49.145,4,4,0.00,306.98,0.00
141.101.114.242,4,4,0.00,309.69,0.00
198.41.219.252,4,4,0.00,314.31,0.00
162.159.201.234,4,4,0.00,315.33,0.00
172.64.90.199,4,4,0.00,317.18,0.00
173.245.58.72,4,4,0.00,317.70,0.00
198.41.203.80,4,4,0.00,319.70,0.00
104.18.208.254,4,4,0.00,320.10,0.00
104.18.60.233,4,4,0.00,323.01,0.00
172.65.255.199,4,4,0.00,324.42,0.00
172.64.81.131,4,4,0.00,328.02,0.00
104.16.103.47,4,4,0.00,333.64,0.00
172.64.145.138,4,4,0.00,339.65,0.00
172.64.158.185,4,4,0.00,348.07,0.00
172.64.32.178,4,4,0.00,360.36,0.00
172.64.229.137,4,3,0.25,115.25,0.00
104.19.18.197,4,3,0.25,151.41,0.00
104.19.74.180,4,3,0.25,153.47,0.00
104.19.75.82,4,3,0.25,153.71,0.00
104.19.39.56,4,3,0.25,154.22,0.00
104.18.226.132,4,3,0.25,154.35,0.00
104.19.54.169,4,3,0.25,154.38,0.00
104.19.67.49,4,3,0.25,154.39,0.00
162.159.255.147,4,3,0.25,154.96,0.00
104.19.64.214,4,3,0.25,155.07,0.00
104.19.57.134,4,3,0.25,155.18,0.00
104.19.63.13,4,3,0.25,155.50,0.00
104.19.109.52,4,3,0.25,155.50,0.00
104.19.83.116,4,3,0.25,156.14,0.00
104.19.175.87,4,3,0.25,156.23,0.00
104.18.62.158,4,3,0.25,156.24,0.00
104.19.68.69,4,3,0.25,156.34,0.00
104.19.88.170,4,3,0.25,156.46,0.00
104.19.124.214,4,3,0.25,156.53,0.00
172.65.213.7,4,3,0.25,156.79,0.00
104.19.14.18,4,3,0.25,156.92,0.00
104.19.53.13,4,3,0.25,157.01,0.00
104.19.247.168,4,3,0.25,157.26,0.00
104.18.134.85,4,3,0.25,157.86,0.00
104.18.185.163,4,3,0.25,158.21,0.00
104.18.121.51,4,3,0.25,158.27,0.00
104.19.21.222,4,3,0.25,158.65,0.00
104.19.69.51,4,3,0.25,158.90,0.00
104.17.238.125,4,3,0.25,159.81,0.00
104.16.52.216,4,3,0.25,159.86,0.00
104.16.123.118,4,3,0.25,159.88,0.00
104.16.122.22,4,3,0.25,160.01,0.00
104.19.85.181,4,3,0.25,160.21,0.00
104.19.245.210,4,3,0.25,160.26,0.00
104.19.246.187,4,3,0.25,160.46,0.00
104.19.250.178,4,3,0.25,161.48,0.00
104.16.165.36,4,3,0.25,162.03,0.00
104.21.231.175,4,3,0.25,162.20,0.00
172.65.245.224,4,3,0.25,162.49,0.00
104.21.230.56,4,3,0.25,162.80,0.00
104.19.80.139,4,3,0.25,162.80,0.00
104.19.248.77,4,3,0.25,163.11,0.00
104.19.127.61,4,3,0.25,163.21,0.00
104.19.253.21,4,3,0.25,163.23,0.00
104.19.114.250,4,3,0.25,163.48,0.00
141.101.123.164,4,3,0.25,165.89,0.00
104.18.112.204,4,3,0.25,165.93,0.00
104.20.41.171,4,3,0.25,167.68,0.00
172.65.207.11,4,3,0.25,167.75,0.00
104.25.45.95,4,3,0.25,167.93,0.00
104.24.46.146,4,3,0.25,168.49,0.00
172.65.99.207,4,3,0.25,169.21,0.00
104.21.236.158,4,3,0.25,169.80,0.00
104.25.84.143,4,3,0.25,169.84,0.00
104.17.175.244,4,3,0.25,169.92,0.00
104.21.235.241,4,3,0.25,170.17,0.00
104.25.82.128,4,3,0.25,170.23,0.00
104.23.137.173,4,3,0.25,170.31,0.00
104.24.199.176,4,3,0.25,170.44,0.00
172.65.246.46,4,3,0.25,170.50,0.00
172.64.95.121,4,3,0.25,170.51,0.00
104.27.201.11,4,3,0.25,170.79,0.00
172.67.71.78,4,3,0.25,172.12,0.00
104.27.63.133,4,3,0.25,172.23,0.00
104.25.3.182,4,3,0.25,172.49,0.00
172.66.202.40,4,3,0.25,172.58,0.00
104.16.161.141,4,3,0.25,172.76,0.00
172.67.7.144,4,3,0.25,172.94,0.00
172.67.86.214,4,3,0.25,173.06,0.00
104.25.177.218,4,3,0.25,173.07,0.00
104.25.178.180,4,3,0.25,173.42,0.00
104.25.190.98,4,3,0.25,173.72,0.00
104.17.244.49,4,3,0.25,173.74,0.00
172.66.199.238,4,3,0.25,173.87,0.00
104.20.170.91,4,3,0.25,173.92,0.00
104.24.250.198,4,3,0.25,173.97,0.00
104.20.112.35,4,3,0.25,174.21,0.00
104.27.116.78,4,3,0.25,174.21,0.00
104.27.77.206,4,3,0.25,174.52,0.00
104.24.184.15,4,3,0.25,174.63,0.00
104.25.2.17,4,3,0.25,174.63,0.00
104.27.102.79,4,3,0.25,174.72,0.00
172.65.77.182,4,3,0.25,174.77,0.00
104.27.53.48,4,3,0.25,174.81,0.00
104.24.175.56,4,3,0.25,175.09,0.00
172.66.139.125,4,3,0.25,175.28,0.00
104.20.5.169,4,3,0.25,175.34,0.00
104.24.206.111,4,3,0.25,175.47,0.00
172.65.235.105,4,3,0.25,175.49,0.00
104.23.108.29,4,3,0.25,175.61,0.00
104.27.12.11,4,3,0.25,175.83,0.00
104.25.159.18,4,3,0.25,175.86,0.00
172.65.162.47,4,3,0.25,175.87,0.00
104.24.192.135,4,3,0.25,175.89,0.00
104.23.114.45,4,3,0.25,176.16,0.00
104.25.28.37,4,3,0.25,176.16,0.00
104.25.62.64,4,3,0.25,176.34,0.00
104.24.188.1,4,3,0.25,176.42,0.00
104.18.217.222,4,3,0.25,176.49,0.00
104.25.0.172,4,3,0.25,176.50,0.00
104.24.178.91,4,3,0.25,176.92,0.00
172.67.93.13,4,3,0.25,177.00,0.00
104.20.6.135,4,3,0.25,177.03,0.00
104.25.109.141,4,3,0.25,177.22,0.00
104.20.168.12,4,3,0.25,177.23,0.00
104.24.253.227,4,3,0.25,177.28,0.00
172.65.241.189,4,3,0.25,177.48,0.00
104.25.197.190,4,3,0.25,177.49,0.00
104.25.251.165,4,3,0.25,177.63,0.00
104.20.42.181,4,3,0.25,177.67,0.00
104.17.232.240,4,3,0.25,178.04,0.00
104.20.246.11,4,3,0.25,178.09,0.00
104.16.35.206,4,3,0.25,178.21,0.00
104.20.144.110,4,3,0.25,178.31,0.00
104.19.178.92,4,3,0.25,178.35,0.00
172.67.62.231,4,3,0.25,178.41,0.00
104.20.160.240,4,3,0.25,178.42,0.00
172.66.214.123,4,3,0.25,178.42,0.00
104.17.119.28,4,3,0.25,178.45,0.00
104.16.54.166,4,3,0.25,178.48,0.00
104.24.94.54,4,3,0.25,178.48,0.00
104.23.134.203,4,3,0.25,178.51,0.00
104.25.155.201,4,3,0.25,178.54,0.00
104.22.53.175,4,3,0.25,178.56,0.00
104.17.163.98,4,3,0.25,178.61,0.00
172.67.21.134,4,3,0.25,178.71,0.00
104.22.55.156,4,3,0.25,178.79,0.00
104.19.196.187,4,3,0.25,178.79,0.00
104.16.47.233,4,3,0.25,178.97,0.00
104.25.1.210,4,3,0.25,178.97,0.00
104.20.64.46,4,3,0.25,179.00,0.00
104.20.158.60,4,3,0.25,179.01,0.00
104.23.117.195,4,3,0.25,179.27,0.00
104.20.106.202,4,3,0.25,179.32,0.00
104.23.107.192,4,3,0.25,179.56,0.00
104.20.250.92,4,3,0.25,179.57,0.00
104.25.9.169,4,3,0.25,179.85,0.00
104.16.171.150,4,3,0.25,180.15,0.00
162.159.243.53,4,3,0.25,180.15,0.00
104.24.219.229,4,3,0.25,180.17,0.00
104.24.148.219,4,3,0.25,180.18,0.00
172.67.109.48,4,3,0.25,180.19,0.00
104.19.231.25,4,3,0.25,180.27,0.00
104.25.141.230,4,3,0.25,180.34,0.00
104.24.194.175,4,3,0.25,180.43,0.00
104.27.202.156,4,3,0.25,180.45,0.00
172.66.151.127,4,3,0.25,180.52,0.00
104.16.40.78,4,3,0.25,180.56,0.00
104.25.181.179,4,3,0.25,180.65,0.00
104.27.73.193,4,3,0.25,180.78,0.00
172.66.170.181,4,3,0.25,180.86,0.00
104.24.228.146,4,3,0.25,180.87,0.00
104.20.59.70,4,3,0.25,180.87,0.00
104.25.64.24,4,3,0.25,180.89,0.00
104.20.243.175,4,3,0.25,181.08,0.00
104.22.46.61,4,3,0.25,181.14,0.00
104.20.247.166,4,3,0.25,181.22,0.00
172.65.74.74,4,3,0.25,181.26,0.00
104.20.48.36,4,3,0.25,181.31,0.00
172.66.210.45,4,3,0.25,181.35,0.00
172.65.114.13,4,3,0.25,181.36,0.00
172.67.106.172,4,3,0.25,181.38,0.00
104.20.181.45,4,3,0.25,181.47,0.00
172.67.2.229,4,3,0.25,181.47,0.00
104.25.67.181,4,3,0.25,181.47,0.00
172.67.23.178,4,3,0.25,181.52,0.00
104.20.67.189,4,3,0.25,181.58,0.00
104.20.155.202,4,3,0.25,181.67,0.00
104.22.40.165,4,3,0.25,181.72,0.00
104.17.192.20,4,3,0.25,181.87,0.00
162.159.248.154,4,3,0.25,182.00,0.00
104.18.0.18,4,3,0.25,182.06,0.00
104.27.113.32,4,3,0.25,182.14,0.00
104.25.132.36,4,3,0.25,182.56,0.00
104.24.26.92,4,3,0.25,182.58,0.00
104.25.249.129,4,3,0.25,182.64,0.00
172.66.129.65,4,3,0.25,182.73,0.00
104.27.42.34,4,3,0.25,182.91,0.00
104.20.169.248,4,3,0.25,182.96,0.00
172.66.141.116,4,3,0.25,183.02,0.00
104.22.49.92,4,3,0.25,183.17,0.00
104.16.55.87,4,3,0.25,183.30,0.00
104.27.88.173,4,3,0.25,183.39,0.00
104.18.181.101,4,3,0.25,183.49,0.00
172.65.151.11,4,3,0.25,183.84,0.00
172.67.97.51,4,3,0.25,184.07,0.00
172.65.128.242,4,3,0.25,184.08,0.00
104.20.107.144,4,3,0.25,184.25,0.00
162.159.35.111,4,3,0.25,184.31,0.00
104.27.124.220,4,3,0.25,184.34,0.00
104.20.153.17,4,3,0.25,184.35,0.00
104.27.112.28,4,3,0.25,184.45,0.00
104.27.9.100,4,3,0.25,184.52,0.00
104.24.187.159,4,3,0.25,184.54,0.00
104.18.165.72,4,3,0.25,184.64,0.00
162.159.7.195,4,3,0.25,184.68,0.00
104.27.86.71,4,3,0.25,185.04,0.00
104.24.255.211,4,3,0.25,185.25,0.00
104.26.7.145,4,3,0.25,185.29,0.00
172.65.95.174,4,3,0.25,185.32,0.00
104.25.25.184,4,3,0.25,185.33,0.00
104.17.247.36,4,3,0.25,185.70,0.00
104.24.243.189,4,3,0.25,185.71,0.00
104.17.210.89,4,3,0.25,185.73,0.00
104.24.92.63,4,3,0.25,185.92,0.00
104.20.21.245,4,3,0.25,185.99,0.00
104.24.172.1,4,3,0.25,186.49,0.00
172.66.211.241,4,3,0.25,186.49,0.00
172.65.165.162,4,3,0.25,186.54,0.00
104.24.180.8,4,3,0.25,186.56,0.00
104.27.28.141,4,3,0.25,186.75,0.00
104.22.43.188,4,3,0.25,186.93,0.00
104.27.207.232,4,3,0.25,187.02,0.00
104.24.229.188,4,3,0.25,187.07,0.00
104.25.238.96,4,3,0.25,187.23,0.00
104.17.227.168,4,3,0.25,187.24,0.00
104.20.161.80,4,3,0.25,187.32,0.00
104.24.248.104,4,3,0.25,187.40,0.00
104.21.65.169,4,3,0.25,187.45,0.00
172.67.103.178,4,3,0.25,187.47,0.00
172.65.157.74,4,3,0.25,187.58,0.00
172.66.165.198,4,3,0.25,187.58,0.00
104.24.231.121,4,3,0.25,187.59,0.00
172.65.159.31,4,3,0.25,187.70,0.00
172.65.243.160,4,3,0.25,187.86,0.00
104.24.174.5,4,3,0.25,187.89,0.00
104.18.251.31,4,3,0.25,187.94,0.00
104.25.246.9,4,3,0.25,187.96,0.00
172.67.81.230,4,3,0.25,187.97,0.00
104.24.236.4,4,3,0.25,188.18,0.00
104.20.177.133,4,3,0.25,188.36,0.00
104.25.30.214,4,3,0.25,188.39,0.00
104.20.241.39,4,3,0.25,188.41,0.00
104.27.99.136,4,3,0.25,188.42,0.00
104.24.242.65,4,3,0.25,188.48,0.00
104.27.117.243,4,3,0.25,188.56,0.00
172.66.3.242,4,3,0.25,188.58,0.00
104.20.137.177,4,3,0.25,188.73,0.00
104.20.46.132,4,3,0.25,188.85,0.00
104.23.133.240,4,3,0.25,188.89,0.00
172.65.79.147,4,3,0.25,188.93,0.00
172.65.251.65,4,3,0.25,189.11,0.00
172.65.9.253,4,3,0.25,189.19,0.00
172.67.32.240,4,3,0.25,189.19,0.00
104.27.110.111,4,3,0.25,189.20,0.00
104.23.109.117,4,3,0.25,189.27,0.00
104.20.253.214,4,3,0.25,189.39,0.00
172.65.171.90,4,3,0.25,189.40,0.00
104.25.6.20,4,3,0.25,189.41,0.00
172.65.238.201,4,3,0.25,189.63,0.00
104.20.129.244,4,3,0.25,189.64,0.00
172.66.203.90,4,3,0.25,189.65,0.00
172.67.0.220,4,3,0.25,189.77,0.00
172.66.42.59,4,3,0.25,189.80,0.00
104.24.207.104,4,3,0.25,189.84,0.00
104.17.112.40,4,3,0.25,189.95,0.00
104.20.252.198,4,3,0.25,189.97,0.00
172.67.49.17,4,3,0.25,190.01,0.00
104.22.4.161,4,3,0.25,190.13,0.00
104.25.60.153,4,3,0.25,190.25,0.00
104.25.154.16,4,3,0.25,190.29,0.00
104.25.34.97,4,3,0.25,190.39,0.00
172.67.26.141,4,3,0.25,190.42,0.00
104.25.75.102,4,3,0.25,190.48,0.00
104.24.201.14,4,3,0.25,190.52,0.00
104.22.45.89,4,3,0.25,190.54,0.00
172.67.43.152,4,3,0.25,190.60,0.00
172.66.195.104,4,3,0.25,190.70,0.00
172.67.19.251,4,3,0.25,190.71,0.00
172.67.194.34,4,3,0.25,190.89,0.00
104.25.8.88,4,3,0.25,190.92,0.00
172.67.144.137,4,3,0.25,191.09,0.00
104.20.183.82,4,3,0.25,191.14,0.00
104.27.71.225,4,3,0.25,191.17,0.00
104.16.44.189,4,3,0.25,191.27,0.00
104.20.69.211,4,3,0.25,191.28,0.00
172.66.140.196,4,3,0.25,191.30,0.00
172.67.77.235,4,3,0.25,191.36,0.00
104.20.209.96,4,3,0.25,191.42,0.00
